0.5	1.3336794308020061	1.	0.0006620830456110059
1.5	1.3765955343474217	1.	0.0005747529131676354
2.5	1.3821820013719168	1.	0.0005983873142586438
3.5	1.2116571021724487	1.	0.0005930052172171528
4.5	0.9116090218755779	1.	0.0005392486198653408
5.5	0.6370605904912865	1.	0.0004765668244464413
6.5	0.4601928828525323	1.	0.000440587486121462
7.5	0.3673811293769687	1.	0.000442159396147686
8.5	0.3182564869001709	1.	0.00046952603088602817
9.5	0.2938679381292995	1.	0.0005209896635803648
10.5	0.2803375061374783	1.	0.0005880007782828651
11.5	0.26850551000479544	1.	0.0006591054807156358
12.5	0.2672272774512851	1.	0.0007614499386397409
13.5	0.26023505687174675	1.	0.000853743912966209
14.5	0.26016306560039915	1.	0.0009773237387401721
15.5	0.25863954168951797	1.	0.001113407554328949
17.	0.2583087465803511	2.	0.0009314452379814941
19.	0.2542823027541243	2.	0.001155756351409196
21.	0.25836768729704757	2.	0.0014613312891566764
23.	0.2534976005394861	2.	0.0017556741537353472
25.	0.2552131867313884	2.	0.0021180284101088866
28.	0.2633299373664526	4.	0.0019707073156593783
32.	0.2571136665936712	4.	0.002666404979183393
36.	0.26417932185854076	4.	0.0036168565129471044
40.	0.26512119857231453	4.	0.004644489224875561
46.	0.29836063076887953	8.	0.005091844036639154
